full_text,sentiment
nahan laper mah gampang yang susah itu nahan emosi pas buka coretax,negative
terima kasih kak. apakah dari akun coretax notaris dapat membuat id billing dan validasi atas transaksi phtb klien?,neutral
hai kak. apabila terdapat pesan gagal login pada coretax silakan pastikan pada id pengguna diinput npwp 16 digit (apabila op npwp 16 digit yaitu nik) dan kata sandi yang sesuai. apabila sudah sesuai tetapi masih terkendala silakan kakak melakukan reset password dgn klik lupa,neutral
sangat menguji kesabaran bgt ya puasa gini berhadapan sama coretax,positive
ni coretax ajg berulah lagi,negative
hai kak. untuk handbook tutorial coretax dapat dilihat di <url> namun mohon maaf untuk tutorial e-phtb notaris saat ini belum tersedia. (1/2),neutral
kawanpajak otp di coretax djp adalah langkah keamanan penting untuk melindungi akun pengguna. pastikan nomor telepon dan email yang terdaftar sudah benar dan aktif serta memiliki pulsa yang cukup untuk mendapatkan otp. untuk informasi detail kunjungi <url> <url>,neutral
hai kak. retur mengurangi pajak keluaran dalam masa pajak dibuatnya nota retur. untuk retur faktur pajak keluaran akan muncul otomatis pada akun coretax penjual pada menu e-faktur &gt; retur pajak keluaran setelah pembeli menginput dan menandatangani nota retur pajak masukannya,neutral
ujian puasa bukan di aus lapar ini sih tapi di coretax,negative
coretax plis lah parah bgt dah ini sistem,negative
hai kak. mohon maaf atas ketidaknyamanannya apakah masih terkendala? apakah yang dimaksud adalah dasbor faktur pajak di menu e-faktur? saat ini laman dasbor tersebut tersedia ya kak di coretax. mohon berkenan menunggu agar data di dalam dasbor tersebut muncul ya kak. dapat,neutral
jika urusan coretax msh banyak error dll tolonglah perhatikan kpp kpp untuk tahan dulu urus sp2dk bikin rusuh ribet. memusingkan rakyat..eehh tetep aza harus pusing nerima sp2dk &amp; surat lainnya.ngertiin lah kami kami ini.jgn terus kami yg hrs ngertiin coretax kalian,negative
hai kak. terkait kendala yang kakak alami silakan dipastikan sudah klik tombol simpan terlebih dahulu lalu klik konfirmasi tanda tangan ya kak. jika masih terkendala kakak dapat coba clear cache dan cookies dari browser yang digunakan atau coba membuka laman coretax melalui,neutral
hai kak. mohon maaf atas kendala yang dialami. kendala tersebut saat ini sedang dalam penanganan tim terkait. berkenan menunggu dan mencoba impor ulang dengan format impor terbaru yang terdapat pada coretax atau dengan link berikut <url> tks*akan,neutral
hai kak. mohon maaf atas ketidaknyamanannya. apakah disini berarti terkait aktivasi akun wajib pajak atau pendaftaran npwp di coretax ya? apabila untuk aktivasi akun wajib pajak silakan pastikan kakak sudah melakukan pemadanan nik dan npwp dan npwp yang dimasukkan adalah,neutral
hallo kak.. ini ebupot 21 yang udah diupload dengan nitku cabang kenapa ilang ya dari coretax? yang ada hanya ebupot dengan nitku kantor pusat. dan saat create ebupot juga tidak ada pilihan nitku cabang. padahal hari jumat kemarin masih ada,neutral
coretax kt gua lu ajg bgt sumpahh arghhhhhhh,negative
hai kak. mohon maaf atas kendala yang dialami. kendala tersebut saat ini sedang dalam penanganan tim terkait. berkenan menunggu dan mencoba impor ulang dengan format impor terbaru yang terdapat pada coretax atau dengan link berikut <url> tks*ling,neutral
udah siang minimal 1 faktur aja beneran ga bisa ini? perusahaan retail menangis banget kalo coretax terus2an eror..,negative
wts wtb jajan app premium bergaransi durasi harian mingguan bulanan netflix viu canva loklok wetv youtube chatgpt amazon prime vision+ iqiyi ms365 disney getcontact bstation applemusic picsart rcti hbo go t. masuk yu zonauang zonajajan zonaba senin siang coretax jeff satur,neutral
coretax jgn ngeselin plisss,negative
pemohonan pengembalian kelebihan pembayaran pajak yang seharusnya tidak terutang dapat diajukan melalui coretax pada menu pembayaran &gt; formulir restitusi pajak ya kak. (2/2) tks*unti,neutral
hai kak. pbk yang dapat diajukan melalui coretax adalah yg memenuhi ketentuan pasal 109 ayat (1) pmk-81 tahun 2024 dan tidak termasuk pembayaran sesuai dengan pasal 109 ayat (3) dari ketentuan yg sama. jika termasuk dalam pembayaran yang tdk dapat diajukan pbk silakan ajukan <url>,neutral
mohon kesediaannya juga untuk mencoba kembali dengan mengikuti langkah berikut sebelum mengakses laman coretax : 1. clear cache &amp; cookies pada browser 2. berganti browser yang digunakan 3. akses coretax menggunakan private/incognito window 4. berganti jaringan internet yang,neutral
sepertinya dia menyerah juga ketika sebuah software level medium dipaksa dimasukkan 8 milyar transaksi dan tidak didukung database yang memadai. ini hanya masalah waktu saja. tetap semangat coretax semoga kamu kuat <url>,negative
siang ini mau buat fp keluaran tapi ga berhasil terus apakah coretax nya memang sedang error sistemnya min? <url>,negative
apabila melalui coretax terkendala kakak dapat melakukan pemberitahuan melalui kpp. (2/2) tks*ynti,neutral
hai kak. mohon maaf atas ketidaknyamanan yang dialami saat ini coretax dalam proses penyempurnaan dan peningkatan kualitas oleh tim terkait. silakan kakak coba beberapa hal berikut: 1. pastikan jaringan internet stabil; 2. clear cache &amp; cookies pada browser; 3. gunakan,neutral
passphrase gak salah min kalau salah pasti gak bisa upload trus data apa yang gagal validasi? orang saya masukan ya berdasarkan yang muncul di coretax itu masa gagal validasi saya sudah hapus bolak-balik sama aja,negative
namun perlu kami sampaikan bahwa perubahan data melalui layanan coretax memerlukan waktu untuk sinkronisasi data ke djp online silakan dapat dicoba/cek secara berkala ya kak. (2/2) tks*budi,neutral
kak ini coretax nya kenapa yaa hapus draft edit draft upload fp buat fp semuanya gabisaa dari pagi loh kak <url>,negative
halo saya coba mendaftar di coretax untuk pribadi namun terkendala dalam verifikasi email pada form registrasi. hingga 3x percobaan belum mendapatkan email verifikasi mohon bantuannya.,neutral
min coretax kenapa lemot? jawabannya jangan template kayak kemarin,negative
pahala puasa diuji dengan julid marah ke orang dsb pahala puasa diuji karena coretax <url>,negative
sama kak seharian coretax kayak gini juga,neutral
coretax ga bisa ngapa2in simpan konsep ga bisa upload faktur ga bisa hapus faktur created gabisa. terus lu bisanya apa. astaghfirullah 100x,negative
coretax ribut ajalah kita,negative
coretax ini apaansih anggarannya gede tp lemot nya verifikasi doang dari jam 9 smpe skrg baru dapet code nya abis tu kaga bisa lagi,negative
hai kak. untuk kendala tsb saat ini sudah ditangani oleh pihak terkait. silakan kakak coba akses kembali spt ppn pada laman coretax. silakan lakukan langkah berikut agar datanya terupdate. 1. clear cache &amp; cookies pada browser; 2. gunakan private atau incognito window; (1/2),neutral
kak bupot pph 21 nitku 00001 (cabang) kok gak muncul di ebupot coretax ya?,neutral
tolong dong untuk kode verifikasi di djponline mending di hapus dulu sementara ribet ini nungguin nya sudah banyak yg komplain loh. blm kelar eror coretax ini ditambahin problem lagi. please dong min disampaikan sama it nya kodeverifikasi,negative
hai open jasa konsultan pajak : - pencatatan transaksi harian dari mutasi rekening - lapor spt masa pph 21 - restitusi pajak - keberatan pajak - bukti potong - jasa pajak lain wa yang dibio langsung ya kak zonauang jokipajak coretax,neutral
hai kak. terkait skd wpln jika sudah pernah diinput pada coretax/djp online maka kakak bisa langsung meminta dokumen tanda terimanya ke lawan transaksi ya kak. tks*ansa,neutral
jangan cm gini2 aja diinfo. djp perbaikan apa di coretax wp diinfo jg dong. estimasi selesai brp lama. masak wp disuruh nyoba secara berkala mulu min,negative
ini coretax tiba ada idbill numpuk 2x seperti blm terbayar padahal udah bayar dpt ntpn pake idbill dari djponline lho [spt th badan] <url>,neutral
sama dr pagi gini terus coretax asu,neutral
selamat siang bapak/ibu kalo error kaya gini di coretax itu kenapa ya? mohon bantuan untuk solusinya terima kasih <url>,negative
semangat ya anak emas coretax,positive
hai kak. silakan dijelaskan pembayarannya dilakukan atas pajak apa? apabila kasusnya tidak termasuk yang disebutkan pasal 109 ayat (3) pmk 81 tahun 2024 maka bisa diajukan pbk melalui coretax. namun apabila pembayaran kakak termasuk pada pasal 109 ayat (3) pmk 81 tahun 2024,neutral
hai kak. mohon maaf atas ketidaknyamanan yang dialami. terkait kendala spt masa ppn diatas saat ini sedang dilakukan penyempurnaan dan peningkatan kualitas layanan coretax djp. silakan mencoba refresh terlebih dahulu dan lakukan clear cache &amp; cookies browsernya kemudian silakan,neutral
hari pertama menggunakan coretax di bulan ramadhan. ya allah kuatkan hamba untuk tidak mencela,positive
min mohon dibantu urgent. customer butuh fp. passphrase corrected. namun upload gagal / eror spt gb berikut. trims. coretax <url>,neutral
hai kak. untuk mengakses akun coretax tidak membutuhkan efin ya kak. silakan dapat langsung registrasi pada laman <url> sesuai dengan petunjuk yang taxmin sampaikan sebelumnya. tks*budi,neutral
hello? apakah keluh kesah kami yg pakai coretax ini di dengar? atau tag kami ini hanya sebagai tanda bahwa akun masih ada dan aktif?,negative
apabila berkenan silakan logout dan login kembali kakak juga dapat mencoba kembali dengan cara berikut sebelum mengakses coretax. 1. melakukan clear cache dan cookies pada browser yg digunakan. 2. menggunakan private/incognito window. (2/3),neutral
hai kak. jika terdapat perubahan atau pengisian data di coretax pastikan seluruh kolom dengan tanda bintang (*) sudh terisi ya kak. untuk kendala tsb mohon pastikan bahwa seluruh data di bagian informasi umum sudah terisi silakan kakak klik ambil data terbaru dari dg ahu,neutral
coretax lagi coretax lagi <url>,negative
coretax web busuk. dana setriliun tapi kek web apa tau. yakin nih ga dikorup?,negative
min mau buat efin gimana ya? npwp sudah diaktivasi dari coretax,neutral
min mau bikin skd wpdn tapi kaya gini kenapa ya ini masukinya di coretax badan apakah hanya pic yang bisa bikin?? <url>,negative
ini kenapa coretax dr pagi ga bisa save fp dan upload ya? udah bulan maret masih begini aja. mau sampai kapan?,negative
hai kak. mohon maaf atas ketidaknyamanan yang dialami ya kak. akun coretax terkunci dikarenakan percobaan login yang dilakukan berkali-kali tetapi salah password pastikan password yang dimasukan sudah sesuai. untuk memastikan kata sandi yang diinput sudah sesuai silakan,neutral
seperti biasaaa coretax adalah cobaan di awal bulan <url>,negative
kocakk ternyata ga cuma coretax doang yg webnya masih di belum stabil tapi udh release. web gue pake buat ekspor juga jiir sakit kepala gue padahal baru hari pertama kerja di bulan puasa,negative
min saya sdh bbrp kl input utk bupot pph21 pegawai tidak tetap. tp utk karyawan yg ini sdh terdaftar niknya di coretax tp knp waktu pilih nitku tidak bisa muncul apa2 ya? <url>,neutral
hebat lho direktorat ini. tidak bergeming dan tetap keukeh coretax. wkkkkkkkkk,positive
hai open jasa konsultan pajak : - pembuatan laporan keuangan - lapor spt tahunan orang pribadi umkm pt cv - perhitungan pajak/kalkulasi pph21 - tanggapan sp2dk - pembuatan laporan keuangan + spt - jasa pajak lain wa yang dibio langsung ya ka zonauang jokipajak coretax,neutral
damkar juga nyerah kalo disuruh berurusan sama coretax bang,negative
hai kak. mohon maaf atas ketidaknyamanannya. data kompensasi lb karena pembetulan dari spt masa desember 2024 yang belum muncul di dasbor kompensasi dan/atau di konsep spt masa pajak januari 2025 kemungkinan dikarenakan masih dalam proses migrasi data ke sistem coretax.,neutral
coretax ini apa ada apk playstorenya??,neutral
woii coretax kenapa si lu ganti2 settingan nya skrg ga bisa impor woi!! hah jahat banget ya kalian.,negative
ga djp ga coretax semuanya pain in the ass,negative
hai kak. apakah register only yg dimaksud untuk istri yg npwp-nya gabung dgn suami? jika iya silakan pastikan suami telah memiliki npwp dan akun coretax. pastikan nomor kk yg diinputkan sesuai dgn data kk pada ftu suami. jika sudah sesuai silakan coba kakak ulang kembali,neutral
namun sehubungan dengan masa transisi penerapan coretax data tsb tidak dapat berubah secara real time pada djp online. mohon kesediaannya menunggu dalam hal proses perubahan data berhasil dilakukan. (2/2) tks*aati,neutral
ya allah. coretax busuk sekali cuma mau daftar ajaa,negative
day 3 puasa kesabaran gue diuji dengan coretax lagi dan lagi,negative
siang ka sy dpt fp masukan bulan februari tapi smpe skrng tdak muncul di pajak masukan coretax kami dr penjual status sdh approved dan sdh masuk ke spt ppn masa feb mrka.. gmn ini solusinya ka?,neutral
halo kak boleh nanya2 soal coretax nggak ya?,neutral
coretax keparat.,negative
kebetulan saya biasanya di djp online sih. coretax baru sekedar bantu aktivasi dan registrasi aja cuma belakangan ada kelas coretax tiap pagi. kamu mau nanya apa?,neutral
akses anda ke sistem coretax dihentikan sementara. silakan anda lakukan coba berkala(ng) tks*mayak,neutral
hai kak. apakah ini bupot di 2025? terkait bupot pph 21 untuk pegawai tetap saat ini tidak terdapat opsi download atau pdf ya kak. menu download pdf bupot pegawai akan masuk ke coretax milik pegawai tetap tersebut yang bisa dilihat dari menu profil -&gt; dokumen saya.... (1/5),neutral
ada aja gebrakannya si coretax ini ya. template xml sama excel ada new versi xml monitoringnya juga gabisa dibuka siap 1 3t ga ada apa2nya,positive
happy anniversary 2 bulan coretax. semoga diumur yang 2 bulan ini webnya semakin membaik ya bukan memburuk. soalnya dr pagi upload pajak gak bisa nih tumben tambah buruk biasanya bisa loh. djp juga makin parah verif otp gak masuk sambat coretax edisi puasa,negative
hai kak. apakah pendaftaran npwp kakak melalui laman <url> jika iya maka seharusnya kakak akan menerima surat penerbitan akun wajib pajak yang berisi password untuk login coretax. silakan cek pada kotak masuk/spam/junk email yang didaftarkan ketika,neutral
aktif twitter lagi cuma buat komplen coretax what a lifeeeee,negative
coretax nih beneran menguji kesabaran banget <url>,positive
min mau tanya di spt induk ppn coretax ppn disetor di muka dalam masa pajak yang sama itu diambilnya darimana ya? di lampiran spt nya tidak ada min,neutral
capeeeeek ini gabisa dipake sama sekali coretax? <url>,negative
as usual rutinitas setiap weekday harus berjibaku melalui ujian kesabaran bernama coretax fix your mf sh*t please,neutral
halo saya udh coba validasi ssp phtb pembayaran masa desember 2024 kmren di coretax tapi saat cek ntpn nya ngga muncul untuk tahun 2024 cuman muncul ntpn pembayaran thn 2025 jdi gimana ini apa utk th sebelum 2025 validasinya tetap di djp online? <url>,neutral
as always mau bikin fp di coretax ngga bisa,negative
menu permintaan kode otorisasi akan muncul di akun coretax orang pribadi tersebut. pastikan juga sudah membuka spt masa ppn melalui akun coretax pic/pegawai yang memiliki role akses sebagai vat tax return signer dan sudah impersonate ke akun wp badan. tks*sali (2/2),neutral
hapus aja lah coretax itu wkwk,negative
dahlah buka program bug bounty aja kasih hadiah 600milyar utk yg perbaiki coretax..,neutral
min hari ini coretax eror blm ada jawaban ya? apa lagi cari solusinya ini admin?,negative
jika tidak termasuk yang dikecualikan kakak dapat membuat faktur pajak melalui e-faktur client desktop. faktur pajak yang dibuat melalui e-faktur client desktop tetap dilaporkan pada spt melalui coretax. (2/2) tks*izal,neutral
hai kak. mohon maaf atas ketidaknyamanannya. apakah saat ini masih terkendala? kemudian apakah sudah dipastikan kakak memang mendapatkan role untuk mengakses menu efaktur dan kakak sudah impersonate ke akun badannya? kakak juga dapat melakukan hal berikut sebelum akses coretax,neutral
hai kak. apabila yang kakak maksud adalah email untuk akun djp online maka dapat diajukan perubahan data secara tertulis melalui kantor pajak ya kak. untuk saat ini layanan perubahan data email secara elektronik melalui kring pajak akan diproses pada sistem coretax dan tidak,neutral
menyambung pertanyaan kak apakah karyawan sebagai signer. coretax setidaknya memiliki 2 risiko: kuasa karyawan sebagai signer coretax akan bertanggungjawab secara renteng atas pembayaran pajak yang terutang dari perusahaan?,neutral
hai kak. terkait kelas pajak/sosialisasi sehubungan dgn penggunaan coretax tergantung kepada kebijakan kpp masing-masing. untuk informasi kelas pajak dapat dikonfirmasikan ke kpp terkait ya kak. informasi kontak kpp dapat dilihat di <url> kakak juga dapat,neutral
sumpah ya coretax.....,negative
jika pkp yang dimaksud adalah wajib pajak badan pastikan sudah membuka spt masa ppn melalui akun coretax pic atau akun coretax orang pribadi yang memiliki role akses sebagai vat tax return signer dan sudah impersonate ke akun wp badan. pastikan juga pic/pegawai tersebut sudah,neutral
kakak juga dapat melakukan hal berikut sebelum akses coretax (<url>): 1. clear cookies&amp;cache pada browser; 2. gunakan mode incognito/private window; 3. gunakan browser/perangkat/koneksi internet lain. (2/2) tks*geni,neutral
hai kak. untuk kesalahan pemotongan tsb kakak dapat membetulkan bukti potong pph pasal 21 pada menu bukti potong telah terbit pada coretax dengan klik tombol pensil untuk edit kemudian silakan diedit dan disubmit ya kak. (1/2),neutral
coretax login bisa impersonate bjsa buat fp (tp lemottttt) bisa tp di simpan konsep apalagi upload ga bisa. mohon perbaikannya dong,negative
hai kak. mohon maaf bisa dijelaskan lebih lanjut mengenai pembuatan faktur pajak ke kpp yang kakak maksud? saat ini pembuatan faktur pajak oleh pkp dapat dilakukan melalui coretax (<url>). tks*izal,neutral
ya allah forgive me for cursing this mf the damn coretax. astaghfirullahal'adzim.,positive
hai kak. status belum aktif (spdn) seharusnya menunjukkan bahwa nik yg dimiliki belum diaktivasi menjadi npwp. hal ini disebabkan akun coretax tsb didaftarkan dgn memilih opsi hanya registrasi bukan pendaftaran dengan aktivasi nik. singkatnya kakak hanya diberikan akses,neutral
untuk npwp 15 digit silakan dapat dilihat secara mandiri melalui <url> setelah kakak berhasil aktivasi silakan login coretax silakan pilih menu portal saya &gt; profil saya &gt; nomor identifikasi eksternal. (2/2) tks*cati,neutral
hai kak. kewajiban perpajakan sejak tahun 2025 dilaksanakan menggunakan sistem coretax (<url>). pada sistem coretax wajib pajak orang pribadi menggunakan nik sebagai npwp 16 digit ya kak. (1/2),neutral
untuk login pertama kali coretax bagi yang sudah pernah akses djponline silakan klik lupa kata sandi ya kak. apabila belum pernah silakan klik aktivasi akun. silakan pilih klu sesuai pasal 2 per-12/pj/2022 beserta lampiran per-12/pj/2022 yg paling mendekati dg deskripsi,neutral
kakak dapat melakukan hal-hal berikut sebelum mengakses coretax: 1. melakukan clear cache dan cookies pada browser yang digunakan 2. menggunakan private/incognito window 3. menggunakan browser atau perangkat lain 4. pastikan koneksi internet lancar dan stabil atau coba gunakan,neutral
hai kak. silakan kakak melakukan perubahan data klu ya. untuk perubahan data klu dapat dilakukan secara online/elektronik silakan akses dan login ke laman coretax (<url>). kemudian menu portal saya &gt; perubahan data &gt; identitas wajib pajak &gt; scroll kebawah,neutral
hai kak. apakah yang dimaksud adalah verifikasi email terkait pendaftaran npwp melalui sistem coretax? jika iya untuk kode verifikasi via email pastikan email yang digunakan sudah sesuai dan tidak penuh. silakan cek pada folder spam/junk/folder lain pada email ya kak. jika,neutral
halo saya mau bertanya kok ini masih error ya? saya mau lapor ppn bulanan di coretax dari 28 februari sampai hari ini masih saja error. mohon informasi nya perihal error seperti ini. terimakasih <url>,negative
roasting coretax <url>,neutral
coretax adalah ujian pertamaku di bulan puasa,neutral
kalau saya sudah terima surat fisiknya dari pajak tpi belum ada di menu pembayaran stp - coretax bagaimana min?,neutral
hari pertama puasa menghadapi coretax tolong teman-teman nanti kalo wib udah buka puasa reply twt ini soalnya aku mau balik lagi,neutral
ini coretax bener2 deh gua lagi puasa diuji banget kesabaran gua dari tadi gabisa upload warning trs huhuhuhu,positive
halo min saya melakukan retur hanya sebagian tidak keseluruhan nilai transaksi pada fp yang blm pernah retur masalahnya di coretax utk retur hanya disediakan qty retur saja untuk nilai dpp dan ppn nya otomatis min hanya kendala ketika mau sign muncul seperti ini,neutral
sehingga jika pegawai/karyawan yang ditunjuk sebagai role signer pada coretax tersebut tidak memenuhi pengertian pengurus sebagaimana telah dijelaskan di atas maka memerlukan surat kuasa khusus sebagaimana diatur dalam pmk-229/pmk.03/2014. (3/3) tks*ilah,neutral
dalam hal pembayaran pphtb dilakukan sejak 1 januari 2025 proses validasi dilakukan melalui sistem coretax silakan lakukan pembuatan kode billing dan validasi ssp sesuai petunjuk diatas ya kak. (3/3) tks*ftri,neutral
cara membuat billing melalui coretax: 1. silakan login ke coretax (<url> ) 2. klik menu pembayaran &gt; layanan mandiri kode billing &gt; pilih map dan kjs 411128-402 pilih masa dan tahun pajaknya dan isi data lainnya &gt; klik unduh kode billing. 3. cetakan kode,neutral
hai kak. mohon maaf atas ketidaknyamanannya. apakah saat ini masih belum muncul? menu ebupot seharusnya muncul di menu ke-3 dari kiri. jika masih belum muncul dapat melakukan hal-hal berikut sebelum mengakses laman coretax: 1. bersihkan cache &amp; cookies di browser yang,neutral
hai kak. mohon dipastikan kembali saat ini status penerbitan sertifikat elektronik nya apakah valid kak? silakan ikuti langkah-langkah dibawah ini untuk memastikan. 1. silakan signer/pic login coretax djp. pada menu profil saya lihat menu sebelah kiri pilih cek nomor,neutral
min sejak penerapan coretax pph pasal 22 saya telah disetorkan oleh bendahara instansi pemerintah dan diterbitkan bukti potong sekarang saya bertransaksi dengan pdam apakah sama perlakuannya?,neutral
hai kak. untuk proses lupa kata sandi coretax silakan buka: <url> pastikan yang diinput adalah nik pada kolom npwp silakan pilih tujuan konfirmasinya email pastikan sudah mengetik ulang alamat email isi captcha kemudian centang pernyataan dan klik kirim.,neutral
sama banget disuruh sabar emang berpuasa ini smaa coretax.. aduh,negative
min kenapa sekarang tiap pagi susah banget mau login djp online? kode verifnya gak masuk. saya harus ganti shift kerja nih? coretax udah ganti shift sekarang djp online pun begitu. tolong lah min segera perbaiki dong.,negative
itu gimana jadi nyaa?? udah impor banyak banyak dpp nya lg belum bener udah sabar mau ngedit satu satu dpp nya malah ga bisa di save tuhaann tolong bantu hancurkan coretax inii,negative
hallo kak ini kenapa muncul notif kek gini terus setiap saya bikin fp keluaran coretax? jadi ga bisa disimpan. tolong solusinya kak. <url>,negative
selain itu silakan dicoba cara berikut : 1. lakukan clear cache dan cookies di browser yang digunakan. 2. gunakan mode incognito chrome atau private window mozilla firefox. 3. login kembali coretax &gt; klik menu spt &gt; klik tombol refresh di bawah tombol buat konsep spt &gt; buka,neutral
hai kak. jika sudah dapat login di coretax maka artinya npwp kakak sudah terdaftar. untuk memastikan status npwp apakah aktif atau non aktif silakan cek pada menu portal saya &gt;&gt; profil saya &gt;&gt; ikhtisar profil wajib saya &gt;&gt; status npwp. tks*itri,neutral
hai kak. apakah yang dimaksud adalah tombol permintaan akses digital di halaman log in coretax? jika iya maka tombol tersebut saat ini bernama aktivasi akun wajib pajak yang dapat diakses di link <url> jika masih mengalami kendala yg kakak maksudkan,neutral
sumpah capek dan kesel bgt smpe nangisin coretax krn udh sskesel ini,negative
hai kak. bisa dibantu tangkapan layar terjadinya kendala tersebut kak? secara umum pastikan terlebih dahulu cabang tersebut sudah berada pada menu tempat kegiatan usaha (tku)/sub unit pada coretax pusat. silakan pilih menu profil saya&gt;informasi umum&gt;edit&gt;tempat kegiatan,neutral
hai kak silakan dipastikan apakah bpe atas pelaporan tersebut sudah muncul atau tidak? jika bpe tidak muncul kakak bisa unduh melalui coretax pada menu surat pemberitahuan (spt) &gt; pilih surat pemberitahuan (spt) &gt; pilih spt dilaporkan &gt; silakan cari spt yg dimaksud kemudian,neutral
awal bulan gni bgt ya coretax??? sampe kpan mau kya gni sii ya allahhh. setiap awal bulan gabisa diotak atik. beneran semuak ini,negative
min coretax itu error 1 hilang eh muncull 1000 error yg lain ini mau buat fp simpan konsep muncul error : 065c273e9e30a521407aaa1985228f8b odp-10007:unique constraint violation ('sys'.'_sys_con55718000134').,neutral
hai kak. mohon maaf atas ketidaknyamanannya. terkait notifikasi error tsb pastikan di akun coretax istri pada menu portal saya- kasus saya tidak ada kasus yg belum diselesaikan. jika masih ada kasus yg blm selesai silakan pilih kasus kemudian input alur kasusnya ya. tks*dlni,neutral
halo min beberapa hari lalu saya ada registrasi npwp wna melalui coretax sdh dapat email bps tapi email pdf npwpnya belum ada. padahal sebelumnya saya registrasi npwp wna di coretax cuma beberapa menit langsung jadi apa memang sedang ad trouble ya min?,neutral
hai kak. mohon maaf atas ketidaknyamanannya. notifikasi so013-data nomor telepon tidak valid dikarenakan nomor yang terdaftar berupa nomor telepon rumah/kantor atau data nomor hp masih kosong. perubahan data email melalui coretax djp membutuhkan waktu untuk proses,neutral
hai kak. silakan pastikan untuk jumlahnya tidak melebihi dari jumlah pph yang disetorkan. jika memang masih terkendala silakan coba beberapa langkah-langkah berikut sebelum membuka coretax : 1. clear cache &amp; cookies pada browsernya 2. gunakan mode incognito/private window 3.,neutral
cape bgt sm coretax buntu ga nemu jalan yg kmren customdocmonthyear udh beres ini xml nya yg eror lagi allahu,negative
hai kak. mohon maaf atas ketidaknyamanannya. apakah saat ini masih terkendala kak? jika iya silakan coba beberapa langkah-langkah berikut: 1. clear cache &amp; cookies pada browsernya 2. gunakan mode incognito/private window 3. gunakan browser lain 4. coba akses coretax kembali,neutral
dalam hal sudah dipastikan telah approval sukses silakan mencoba langkah berikut sebelum mengakses coretax: 1. clear cache &amp; cookies pada browser; 2. gunakan private atau incognito window; 3. gunakan browser atau perangkat yang berbeda; (2/2) tks*wani,neutral
masih hari senin udah ada aja ujiannya dasar coretax. dosa lu banyak banget ya ini,negative
cobaan orang puasa adalah coretax,negative
jgn sampee puasa gw hari ini batal garagara lu ya coretax!!!!!,negative
hai kak. jika faktur pajak (fp) atas uang muka dibuat di efaktur maka fp pelunasan yg dibuat di coretax dibuat tersendiri seperti fp biasa tanpa mencentang uang muka maupun pelunasan. nilai detail transaksi silakan diisi menyesuaikan dengan jumlah pelunasannya. tks*rkan,neutral
ettt dah coretax pagi2 aja ada,neutral
hai kak. terkait pembuatan bukti potong agar data dapat terkoneksi dengan coretax atas identitas tsb perlu dilakukan proses hanya registrasi terlebih dahulu. apakah nik yang bersangkutan sudah dihapus di sistem dukcapil kak? mohon dapat dikonfirmasi terlebih dahulu. tks*fina,neutral
hai kak. kakak dapat coba untuk memastikan data pihak terkait pada menu informasi umum di coretax badan. untuk pengurus (direktur komisaris lainnya) pemegang saham dan wakil wajib pajak silakan memilih related person. (1/2),neutral
min ini coretax serius? skrg mau xml monitoring import aja ga bisa di klik cuma loading terus ilang. udah clear cache udah ganti browser udah pake incognito apa mau suruh sekalian ganti komputer min?,negative
hai kak. jika kakak mengajukan permohonan skd di coretax dan sudah selesai mengisi data namun salah silakan tarik kasus jika permohonan belum berhasil. namun jika sudah berhasil dengan data yang salah kami sarankan kakak ajukan ulang ya kak. tks*geni,neutral
siapa yang pagi pagi mules karena coretax,negative
benerrr kan ampun dah puasa gini mending libur sebulan coretax ;((,negative
coretax ikut puasa juga kah,negative
coretax error,negative
pak/bu bagaimana pembetulan spop pbb 2025 di coretax? ke menu apa?? klik apa?? terima kasih,neutral
hai kak. untuk dokumen tersebut belum otomatis muncul di coretax ya kak. silakan kakak input melalui menu create input invoice / buat dokumen lain masukan (key in/manual) tks*akan,neutral
kl coretax begini mulu mending fp kalian aja yg bikinin. migrain trs saya hadapin sistem begini terus.,negative
untuk login masuk ke djponline sekarang wajib input kode otp dari email ataupun sms sedangkan pengiriman kode otp-nya sering lama sekali. tolonglah sudah dibuat susah dengan coretax sekarang mau login djponline pun dibuat sulit. kalaubisadipersulitkenapaharusdipermudah,negative
lagi ga bisa refresh coretax ya ka? sama sy jg ga bisa ‍ up-down_arrow,negative
kan belum apa apa pagi pagi nih coretax eror mulu aelah gue mau kirim tagihan bjir,negative
hai kak. untuk informasi status npwp silakan hubungi kami melalui kring pajak 1500200 atau melalui layanan live chat pada laman <url> selain itu status wajib pajak juga dapat dicek pada menu portal saya- profil saya di akun coretax. tks*duan,neutral
hai kak. mohon maaf atas ketidaknyamanan yang dialami. apabila pkp penjual sudah membuat fp keluaran dengan status approved artinya sudah berhasil masuk ke sistem. apabila fp masukan belum muncul di akun coretax pembeli silakan lakukan langkah berikut: 1. pastikan login,neutral
pagi2 udah diuji kesabaran karena coretax,neutral
hai kak. mohon maaf atas ketidaknyamanannya. untuk saat ini kakak dapat menggunakan metode impor.xml namun terbatas pada 100 data faktur per pengiriman. saat ini coretax dalam proses penyempurnaan dan peningkatan kualitas layanan oleh tim terkait. silakan coba buat faktur,neutral
yg ini tolong dijawab yg bener ya. dari kemarin admin kring pajak beda beda trus jawabannya. yg satu bilang masih e-reporting djp...yg lain bilang coretax.,negative
min kode buat satuan roll di template excell impor fpk coretax nomornya berapa ya? soalnya di sistem udah ada satuan roll tapi di template g ada kodenya. <url>,neutral
